original_text,processed_text,sentiment,confidence
"Me toooo at first I thought it's Taylor because the vibe reminds me to Taylor's old songs ❤ whoever the singer is, she did great❤❤❤❤",me toooo at first i thought its taylor because the vibe reminds me to taylors old songs red heart whoever the singer is she did greatred heartred heartred heartred heart,POSITIVE,0.990743100643158
the instrumental sounds a lot like Taylor's Love Story song !,the instrumental sounds a lot like taylors love story song,POSITIVE,0.9906176924705505
"lol ive been hearing sm ppl say it sounds like taylor, and tbh i can almost hear it!",lol ive been hearing sm ppl say it sounds like taylor and tbh i can almost hear it,NEGATIVE,0.9427263140678406
"I'm like 90% sure it's Chrissy Costanza, because she has done a lot of dubbing English music in the anime scene most notably My Hero Academia but she also has a really cool band, so if you look up Against The Current you can really hear the similarity",im like 90 sure its chrissy costanza because she has done a lot of dubbing english music in the anime scene most notably my hero academia but she also has a really cool band so if you look up against the current you can really hear the similarity,POSITIVE,0.9997062087059021
GIRL SAME (hey btw :P),girl same hey btw p,NEGATIVE,0.9696223139762878
 @disisthancred  BESTIEEEEEEEEE,bestieeeeeeeee,POSITIVE,0.5499928593635559
@ BESTIEEEEEEE,bestieeeeeee,POSITIVE,0.8660488724708557
This is the first song I realy into it from LADS ❤,this is the first song i realy into it from lads red heart,POSITIVE,0.9987292885780334
The fact that this is the first banner with a lyrical bg feels so special 🥺🥺,the fact that this is the first banner with a lyrical bg feels so special pleading facepleading face,NEGATIVE,0.9825859069824219
We need this on Spotify ASAP huhuhhh,we need this on spotify asap huhuhhh,NEGATIVE,0.9913109540939331
"Finally, the song is here",finally the song is here,POSITIVE,0.998842179775238
ESTA PRECIOSAAAAAAAAA,esta preciosaaaaaaaaa,NEGATIVE,0.9742185473442078
Please release this on spotify🥹🙏🏻🫶🏻,please release this on spotifyface holding back tearsfolded hands light skin toneheart hands light skin tone,NEGATIVE,0.9659711122512817
I've been looping this since you posted it 😭,ive been looping this since you posted it loudly crying face,NEGATIVE,0.998435914516449
This song feels so fresh yet nostalgic at the same time. Giving 2000s Disney/Barbie movie/Princess Diaries,this song feels so fresh yet nostalgic at the same time giving 2000s disneybarbie movieprincess diaries,POSITIVE,0.9986973404884338
❤love it❤,red heartlove itred heart,POSITIVE,0.6814292669296265
I love spring and this soothing song makes me love it even more. Thank you Infold ❤,i love spring and this soothing song makes me love it even more thank you infold red heart,POSITIVE,0.9998618364334106
"They composed. There own song????? 👏 👏 👏 👏 👏 👏 👏 👏 

Ngl, this song legit gives me BARBIE MOVIE vibes 😅",they composed there own song clapping hands clapping hands clapping hands clapping hands clapping hands clapping hands clapping hands clapping hands ngl this song legit gives me barbie movie vibes grinning face with sweat,POSITIVE,0.9947072267532349
This is so barbie coded 💖,this is so barbie coded sparkling heart,POSITIVE,0.9996064305305481
I love this song. It's like I'm in Barbie's world. 🥺❤️,i love this song its like im in barbies world pleading facered heart,POSITIVE,0.9953927993774414
It's so beautiful🥹💕,its so beautifulface holding back tearstwo hearts,POSITIVE,0.999270498752594
AMOOO!!! LA CANCIÓN!! ❤❤❤❤❤❤,amooo la canción red heartred heartred heartred heartred heartred heart,POSITIVE,0.9977272152900696
This is so beautiful and wholesome. 🥰🥰🥰😍😍😍😍,this is so beautiful and wholesome smiling face with heartssmiling face with heartssmiling face with heartssmiling face with hearteyessmiling face with hearteyessmiling face with hearteyessmiling face with hearteyes,POSITIVE,0.999788224697113
Lindo,lindo,POSITIVE,0.9919171929359436
It's giving taylor swift vibes and princess/barbie. I LOVE IT <3,its giving taylor swift vibes and princessbarbie i love it 3,POSITIVE,0.9998307228088379
"thank you so much for making such a beautiful song, i'm so happy to hear it, i've already fallen in love with the song. I want to say a big thank you to all the team, singers and everyone who worked on this song. i'll cover this with pleasure! ❤",thank you so much for making such a beautiful song im so happy to hear it ive already fallen in love with the song i want to say a big thank you to all the team singers and everyone who worked on this song ill cover this with pleasure red heart,POSITIVE,0.9996681213378906
This is giving me of a vibe from Barbie song ❤💖🎀🌹💌,this is giving me of a vibe from barbie song red heartsparkling heartribbonroselove letter,POSITIVE,0.9904910326004028
I DEFINITELY AGREE SISTERRRRRR,i definitely agree sisterrrrrr,POSITIVE,0.9990929365158081
YESS,yess,POSITIVE,0.9995809197425842
Yes Barbie!,yes barbie,POSITIVE,0.9990478157997131
YESS,yess,POSITIVE,0.9995809197425842
RIGHT it made me think of H20 or smthn :'),right it made me think of h20 or smthn,POSITIVE,0.9993867874145508
"Yes, that's literally what I said when I heard this, it's giving Barbie and the diamond castle (I forgot the exact title) 😭",yes thats literally what i said when i heard this its giving barbie and the diamond castle i forgot the exact title loudly crying face,NEGATIVE,0.9975791573524475
BELIEVE - Barbie Diamond Castle,believe barbie diamond castle,POSITIVE,0.9937973022460938
YESSSSS BRO IT REMINDS ME SM OF BARBIEEEEEE,yesssss bro it reminds me sm of barbieeeeee,NEGATIVE,0.9525925517082214
I agree with you,i agree with you,POSITIVE,0.9997571110725403
The first thing comes up to my mind,the first thing comes up to my mind,POSITIVE,0.9777971506118774
Reminds me of taylor swift's Enchanted album,reminds me of taylor swifts enchanted album,POSITIVE,0.9997033476829529
That's also what I think!!! 😂,thats also what i think face with tears of joy,POSITIVE,0.9997337460517883
It's really giving tinkerbell ost vibe,its really giving tinkerbell ost vibe,POSITIVE,0.9846470355987549
YES! Feel nostalgia❤❤,yes feel nostalgiared heartred heart,POSITIVE,0.9957574009895325
It's exactly like Barbie and the Diamond Castle,its exactly like barbie and the diamond castle,POSITIVE,0.99625164270401
I WAS THINKING TINKERBELL 🥹🥹🥹,i was thinking tinkerbell face holding back tearsface holding back tearsface holding back tears,NEGATIVE,0.9775370359420776
I was thinking the same! 😆,i was thinking the same grinning squinting face,NEGATIVE,0.9852007627487183
Girl same opinion i love it so much😭💗,girl same opinion i love it so muchloudly crying facegrowing heart,NEGATIVE,0.9119913578033447
OMG IM NOT THE ONLY ONE,omg im not the only one,NEGATIVE,0.9792440533638
YESSS,yesss,POSITIVE,0.9953606724739075
OHMYGOSH SO TRUE!!! T.T,ohmygosh so true tt,POSITIVE,0.9928511381149292
HARD AGREE!!!,hard agree,POSITIVE,0.592226505279541
YAAAAAS BARBIE!!!! I was telling my friends that it reminds me of Barbie. Even the color scheme!! 😍,yaaaaas barbie i was telling my friends that it reminds me of barbie even the color scheme smiling face with hearteyes,POSITIVE,0.8530600070953369
It reminds me of Barbie and the Diamond Castle x  Disney Fairies,it reminds me of barbie and the diamond castle x disney fairies,POSITIVE,0.9977675676345825
 @strwberryhalo  Ohh especially the Kate Alexa songs! I used to listen to the H2o soundtrack religiously 🤣,ohh especially the kate alexa songs i used to listen to the h2o soundtrack religiously rolling on the floor laughing,NEGATIVE,0.9359445571899414
"I was thinking, ""oh, this is such a Barbie song""",i was thinking oh this is such a barbie song,NEGATIVE,0.9403083920478821
THAT'S WHAT I THOUGHT.. I always wanna cry when I hear this song 😢😢,thats what i thought i always wanna cry when i hear this song crying facecrying face,NEGATIVE,0.9734951853752136
Yees!!! It immediately threw me back in nostalgia!! Lowkey made me a bit emotional because it reminded me of my childhood ❤,yees it immediately threw me back in nostalgia lowkey made me a bit emotional because it reminded me of my childhood red heart,POSITIVE,0.996532678604126
OMG I had the exact same thought,omg i had the exact same thought,NEGATIVE,0.9817633032798767
Agree ❤,agree red heart,POSITIVE,0.9998236298561096
So trueee,so trueee,POSITIVE,0.9997990727424622
"I was going to comment on that! 
YES! EXACTLY THAT!! 😭😭😭👏👏👏💕❤️💕❤️ It’s the feel and vibe of this song! 😭😭👏👏",i was going to comment on that yes exactly that loudly crying faceloudly crying faceloudly crying faceclapping handsclapping handsclapping handstwo heartsred hearttwo heartsred heart its the feel and vibe of this song loudly crying faceloudly crying faceclapping handsclapping hands,NEGATIVE,0.6214110255241394
More Barbie nostalgia for me for this song. I can actually imagine a Barbie movie trailer for it. 🤣,more barbie nostalgia for me for this song i can actually imagine a barbie movie trailer for it rolling on the floor laughing,NEGATIVE,0.9924281239509583
"Yesss
I love this vibe! 💖",yesss i love this vibe sparkling heart,POSITIVE,0.9998881816864014
it's kinda look like believe a sound track from diamond castle🤝🏻😌,its kinda look like believe a sound track from diamond castlehandshake light skin tonerelieved face,NEGATIVE,0.8297213315963745
AGREED OR like the tinker bell movies!!,agreed or like the tinker bell movies,POSITIVE,0.9863770604133606
"FRR THATS WHAT I WAS THINKING , ITS GIVING BARBIE VIBESS",frr thats what i was thinking its giving barbie vibess,NEGATIVE,0.7265873551368713
At this point Disney should hire them 😭,at this point disney should hire them loudly crying face,NEGATIVE,0.9994109869003296
YESSS I THOUGHT SO ❤❤❤,yesss i thought so red heartred heartred heart,POSITIVE,0.9974251985549927
yess it's barbie vibes!!,yess its barbie vibes,POSITIVE,0.9923094511032104
THATS THE SAME THING I WAS SAYING,thats the same thing i was saying,NEGATIVE,0.9885529279708862
Agreed Or even winx club vibes,agreed or even winx club vibes,POSITIVE,0.9834257364273071
"Yeah, they usually do that for big updates or other major banners. This is probably 3rd or 4th vocal song they’ve had made, depending on where you start counting.",yeah they usually do that for big updates or other major banners this is probably 3rd or 4th vocal song theyve had made depending on where you start counting,NEGATIVE,0.9776325225830078
"@YolandaTurlough  this is the first 1 with a voice for a muli. Also, they always put the singer and composer's  name. This is the 1st time I've seen where the song is exclusively credited to 'LADS'.",this is the first 1 with a voice for a muli also they always put the singer and composers name this is the 1st time ive seen where the song is exclusively credited to lads,POSITIVE,0.7936081290245056
"@montoyat.6494 Fair enough, they usually actually give credits and usually reserve the vocal songs for updates not banners, so this is still a first, though the first vocal song LaDS composed would still probably be Rafayel’s trailer song, since that one didn’t have any credits either iirc",6494 fair enough they usually actually give credits and usually reserve the vocal songs for updates not banners so this is still a first though the first vocal song lads composed would still probably be rafayels trailer song since that one didnt have any credits either iirc,NEGATIVE,0.7699044346809387
Cute song 💐💐 I wasn't expecting a BGM with lyrics tho,cute song bouquetbouquet i wasnt expecting a bgm with lyrics tho,POSITIVE,0.9969810843467712
GRACIAS INFOLD MI CANCIÓN DEL VERANO 🩵🩵🩵🩵,gracias infold mi canción del verano light blue heartlight blue heartlight blue heartlight blue heart,POSITIVE,0.9975800514221191
🤭🤭🤭🤭🤭🤭👍👍👍☺️☺️😊 the the outfits are  super crazy  hot!!!!!!! 🔥🔥🔥🔥🔥🔥🔥,face with hand over mouthface with hand over mouthface with hand over mouthface with hand over mouthface with hand over mouthface with hand over mouththumbs upthumbs upthumbs upsmiling facesmiling facesmiling face with smiling eyes the the outfits are super crazy hot firefirefirefirefirefirefire,POSITIVE,0.995996356010437
